category;text;
7;uygulamak güzel ve kullanım kolay ancak telefon biraz gerek fazla yer tutmak;
2;bazı diğer banka ki 70 Mb I geçmek;
7;bazı diğer banka ki 70 Mb I geçmek;
5;uygulamak tam girmek herhangi bir işlem yapmak çalışmak uygulamak kapamak;
4;kredi kart borç var iki dakika bir rahat vermek aramak yapmak borç bitti şimdi ulaşmak siz hayır;
3;güzel yazılım kolay erişim;
2;merhaba karanlık moda uygun versiyon plan var mı;
2;varmak ne zaman çıkmak;
6;varmak ne zaman çıkmak;
4;müşteri hizmet beğenmek 2 saat tere sekreter beklemek;
2;güzel bir uygulamak çok işlev kolay kullanım sunmak yapmak teşekkür etmek;
3;güzel bir uygulamak çok işlev kolay kullanım sunmak yapmak teşekkür etmek;
5;her ay on beş uygulamak açmak;
8;çok memnun;
5;sürekli kendiliğinden kapamak;
2;program hiç kullanmak değil;
9;merhaba son güncellemek sonra uygulamak hiç açmak başlamak;
5;merhaba son güncellemek sonra uygulamak hiç açmak başlamak;
5;lütfen en kısa süre düzelmek;
9;lütfen en kısa süre düzelmek;
4;hiçbir iş yaramak yok 4 kere aramak 4 ün de sorun hiçbir yarar yok;
4;bir Akbank Mobile yeni şifre almak dakika müşteri temsilci bağlamak beklemek;
5;en sonunda olmak demek kullanmak ad soyadı demek girmek yine olmak 5. Yi aramak yürek kalmak resmen yetmek be;
3;in;
2;yani kötü bir yorum yapmak istemek ama sanki bir komite var can istemek zaman arayüz değişmek yok bu da beğenmek şu yapmak yok o da olmak şöyle olmak demek;
9;yani kötü bir yorum yapmak istemek ama sanki bir komite var can istemek zaman arayüz değişmek yok bu da beğenmek şu yapmak yok o da olmak şöyle olmak demek;
2;rahat bırakmak şu arayüz de yeni alışmak zor kalmak;
8;çok güzel bir uygulamak herşey el alt banka;
7;şimdi kadar herhangi bir sorun yaşamak harika;
9;böyle bir şey olmak madem bakım var uygulamak az kullanmak saat gece yapmak;
10;kredi kart borç ödemek saat 11 demek beri mağdur yazık olmak ilgi alaka sıfır bu kadar insan mağdur;
7;kısa süre işlem yapmak;
2;kısa süre işlem yapmak;
7;artık daha düzgün ve sorun çalışmak;
5;telefon Nfc özellik bir türlü çalışmak aktif olmak;
9;sorun çözmek cep şube aktif etmek son sürüm yüklemek demek;
9;son sürüm yük;
5;lakin cep şube sürekli bu işlem şu an Gercek demek;
5;Nfc de Vakıfbank kart yük görünmek ancak bir türlü ödemek yapmak pasif;
10;Nfc de Vakıfbank kart yük görünmek ancak bir türlü ödemek yapmak pasif;
3;çok yarar;
2;kullanmak göz hitap etmek güzel bir tasarım;
5;sürekli sorun açmak ara bir açmak o da kafa esmek zaman sıkıntı var yani;
7;sürekli sorun açmak ara bir açmak o da kafa esmek zaman sıkıntı var yani;
9;güncellemek yapmak bir çare bakmak nasıl bir banka;
5;fakat bazı hisse açmak kendi sayfa eklemek üzeri tıklamak ben uygulamak çıkartmak;
4;Kuryenet diye bir şirket çalışmak nisan ay 25 demek beri kredi kart teslim etmek bugün ev olmak hal ev yok diye mesaj atmak siz zaten ulaşmak kart ortalıkta yok rezil diz boy;
8;ben böyle kötü bir uygulamak görmek doğru bilgi doğru değil demek;
1;bir hafta on gün önce kadar memnun fakat bu süre girmek;
8;bir hafta on gün önce kadar memnun fakat bu süre girmek;
5;bir hafta on gün önce kadar memnun fakat bu süre girmek;
5;sadece ben olmak sorun telefon demek ama çevre herkes aynı sorun;
5;uygulamak düzelmek gitmek iyi olmak kullanmak hal;
11;mecburen kaldırmak telefon;
2;tüm kolay rahat kullanım;
5;telefon çökmek tüm uygulamak gitmek hepsi yeniden yüklemek;
5;cep şube şifre neden ad cep şube;
2;aramak biraz zor bulmak;
9;güncellemek sonra daha da kötü bir uygulamak olmak;
3;mükemmel bir sistem;
3;yormak tüm işlem el alt;
2;genel anlam fena değil ancak uygulamak resim logo yazı sığmak istemek artık;
3;cep işlem kolay;
5;uygulamak sorun var bir türlü girmek;
8;harika bir uygulamak bu uygulamak ben ve hesap ile göndermek gibi Atm de göndermek iyi olmak;
9;uygulamak bir kar ağrı var haber olmak hiç açmak son güncellemek bozmak uygulamak bir el geçirmek gerek;
5;uygulamak bir kar ağrı var haber olmak hiç açmak son güncellemek bozmak uygulamak bir el geçirmek gerek;
5;uygulamak hâlâ çalışmak siz kendi uygulamak kullanmak mu bir bakmak artık bakmak da düzelmek lütfen;
5;uygulamak güzel ancak mobil üzeri İnternet alış vermek açmak hal alışveriş sıra banka alışveriş izin vermek için gerçek yazı ile karşı bu sebep ki puan 3 dürmek;
9;son yapmak güncellemek de konut kredi ekran toplam anapara ve toplam erken kapamak tutar yazmak;
6;müşteri olmak bu bilmek ve görmek iş kolay;
9;müşteri olmak bu bilmek ve görmek iş kolay;
2;mobil uygulamak yapmak olmak güncellemek ile bu göstermek anlam olmak uygulamak biz kolay sağlamak lazım bu sekmek kaldırmak amaç ne anlamak değil;
2;halk bank mobil uygulamak çok düzen ve verim;
7;halk bank mobil uygulamak çok düzen ve verim;
2;içerik menü ve dizilim dallamak dallamak;
2;ne nere çok karışık;
8;insan bıkmak bezemek;
8;mükemmeliyet uzak bir uygulamak;
3;özellikle müşteri kullanmak iyi hitap etmek;
3;emekli maaş yeni taşımak bir türlü parola almak 2 defa banka gitmek sistem tekrar banka gitmek demek böyle saçmalık görmek ön ay ziraat banka emekli maaş taşımak;
2;kullanım kolay;
1;uygulamak girmek problem çözmek;
5;zaman zaman kendiliğinden kapamak;
7;bu üzeri sistem yoğun var mesaj başlamak;
1;artık uygulamak hiç girmek;
5;artık uygulamak hiç girmek;
6;fatura ödemek son ödemek bilgi kayıt kalmak;
6;direk seçmek fatura ödemek sağlamak;
7;hız ve güzel uygulamak banka;
10;motor taşıt vergi biz ödemek diye yırtınmak heryer 31 temmuz ödemek yapmak kredi kart dış ödemek olmak herkes kredi kart kullanmak zor mı;
3;motor taşıt vergi biz ödemek diye yırtınmak heryer 31 temmuz ödemek yapmak kredi kart dış ödemek olmak herkes kredi kart kullanmak zor mı;
10;hesap para var ödemek yapmak gecikmek girmek hergün yeni bir nane icat etmek ne açıklamak;
8;ben Çoook beğenmek herkes tavsiye etmek;
9;yeni güncellemek çok iyi olmak;
2;güzel güzel gayet kullanmak;
9;uygulamak son güncellemek çok saçma sapmak olmak herkes bir şey basit olmak diye uğraşmak siz zor resmen uygulamak bazen girmek kafa göre takmak uygulamak şu an eski gibi olmak lazım basit ve kullanmak;
7;uygulamak son güncellemek çok saçma sapmak olmak herkes bir şey basit olmak diye uğraşmak siz zor resmen uygulamak bazen girmek kafa göre takmak uygulamak şu an eski gibi olmak lazım basit ve kullanmak;
2;uygulamak son güncellemek çok saçma sapmak olmak herkes bir şey basit olmak diye uğraşmak siz zor resmen uygulamak bazen girmek kafa göre takmak uygulamak şu an eski gibi olmak lazım basit ve kullanmak;
10;Hgs işlem tamam yapmak;
7;ana sayfa hariç diğer sayfa donmak kalmak her sefer hatta bildiri yapmak hiç bir düzenlemek yapmak lütfen acil yenmek;
3;diğer tüm banka mobil şube var;
2;süper herşey ayrıntı ve hız;
7;süper herşey ayrıntı ve hız;
7;kullanım rahat ve akmak;
2;kullanım rahat ve akmak;
4;ben nisan 2020 de emekli olmak çok şükür maaş bu banka almak istemek demek ve İnternet banka emekli için vermek promosyon araştırmak bu banka daha cazip gelmek gitmek banka hesap falan açmak banka çalışmak ilk maaş yatmak sonra üç iş gün iç promosyon hesap yatmak demek onlarca üçgen geçmek hâlâ bir şey yok Sivas şube aramak tamam aydın bey gün iç siz dönüşmek yapmak demek onlarca üçgen geçmek hâlâ dönüşmek yapmak yok zaten;
2;güzel harika kolay;
8;güzel harika kolay;
4;görüşme sağlamak;
2;kolay kullanım güven kullanım;
2;kullanmak bir program;
9;zırt pırt güncellemek getirmek durmak;
2;kullanım kolay;
5;hisse senet alım yapmak;
5;bir gün hiç bir işlem yapmak;
4;görüntü görüşme özellik süper olmak iş banka ve garanti banka mobil banka çığır açmak;
8;görüntü görüşme özellik süper olmak iş banka ve garanti banka mobil banka çığır açmak;
9;bu önce güncellemek kıyas daha kötü olmak;
6;Sms I otomatik kopyalamak geri gelmek;
2;kullanmak değil;
2;yormak;
1;uygulamak girmek yapmak en kısa zaman ilgilenmek sevinmek;
8;uygulamak hiç bir şey yapmak bu yüz banka değişik yapmak;
2;karmaşık çok karmaşık Akbank örnek alınmak düzelmek;
8;bu uygulamak nefret etmek hiç beğenmek başka banka daha kullanmak;
10;elektrik fatura yatırmak;
8;çok kullanmak ve stabil;
7;son 2 3 gün mobil banka ya girmek yapmak ya da iş yapmak çok yavaş ve koşa bir süre sonra sistem kopmak;
5;fark telefon ve hat ile denemek aynı sıkıntı yaşamak;
7;fark telefon ve hat ile denemek aynı sıkıntı yaşamak;
1;fark telefon ve hat ile denemek aynı sıkıntı yaşamak;
4;Huawei Mate 20 Lite kullanmak sadece biz görüntü konuşmak yok android sürüm 10.0 ama biz neden mahrum kalmak bu anlamak;
3;Huawei Mate 20 Lite kullanmak sadece biz görüntü konuşmak yok android sürüm 10.0 ama biz neden mahrum kalmak bu anlamak;
2;kullanım çok kolay güç güvenlik ve de çok teknolojik;
7;kullanım çok kolay güç güvenlik ve de çok teknolojik;
7;hız iş güvenmek mobil banka;
2;güzel olmak;
3;biraz örnek alın ya mobil banka kredi kart limit inmek her işlem ya çağrı merkez aramak yâd şube gitmek denemek;
3;limit artırmak neden inmek;
8;sadece eklemek iyi olmak;
5;yıl olmak 2020 yok böyle bir saçma uygulamak ya adam akıl yapmak yâd kapamak banka bir uygulamak girmek 10 kere kapamak yeniden eğer bu ne la böyle öbür banka böyle bir şey görmek;
5;elektrik fatura öğrenmek için tıklamak kurum ile iletişim başarı demek bu sorun çözmek mi vakıf bank cep açmak kendi kapamak tekrar şifre yazmak tekrar açmak güncellemek hal sıkıntı devam etmek;
10;elektrik fatura öğrenmek için tıklamak kurum ile iletişim başarı demek bu sorun çözmek mi vakıf bank cep açmak kendi kapamak tekrar şifre yazmak tekrar açmak güncellemek hal sıkıntı devam etmek;
5;uygulamak girmek atmak kendiliğinden;
5;uygulamak açmak;
2;karanlık mod ile daha da güzel olmak;
2;güzel kullanmak anlaşmak bir uygulamak teşekkür yapı kredi;
2;emek geçmek teşekkür etmek güven rahat kolay ve müşteri odak;
8;emek geçmek teşekkür etmek güven rahat kolay ve müşteri odak;
5;uygulamak düzgün çalışmak otomatik ödemek talimat vermek demek 10 dk dır dönmek durmak hiç bir işlem yapmak;
7;uygulamak kilitlemek;
10;uygulamak kilitlemek;
6;devir ücret ne olmak hiçbir sözleşme bulmak ne yazık ki;
2;kullanmak güzel;
5;uygulamak açmak hata vermek;
7;sürekli durmak;
5;uygulamak;
8;gayet güzel uygulamak;
3;müşteri temsilci uygulamak üzeri daha kolay ulaşmak daha iyi olmak;
4;müşteri temsilci uygulamak üzeri daha kolay ulaşmak daha iyi olmak;
5;uygulamak sürekli hata vermek kendiliğinden çıkmak veya sistem şu an ulaşmak demek şimdi bu yorum alt gelmek şu adres diye başlamak kopyalamak yapmak cevap vermek bırakmak icraat yapmak;
7;uygulamak sürekli hata vermek kendiliğinden çıkmak veya sistem şu an ulaşmak demek şimdi bu yorum alt gelmek şu adres diye başlamak kopyalamak yapmak cevap vermek bırakmak icraat yapmak;
5;çip kimlik işlem hata var işlem yapmak;
5;uygulamak gelişmek lazım Face Id girmek arayüz iyi gibi özellik gelmek lazım;
3;yakın arkadaş her fırsat bu banka önermek;
2;yakın arkadaş her fırsat bu banka önermek;
5;uygulamak devam hata vermek;
5;acil destek lazım;
8;zaman ve yer yapmak yeni ve uygulamak hayran teşekkür;
2;çok kullanmak;
5;kimlik okumak sürekli hata vermek;
2;güzel bir uygulamak kullanmak kolay;
2;arayüz gerçekten kötü ve uzun zaman android Teb yıldız uygulamak devam gece mod çalışmak;
3;sanal Tl Card a limit tanımlamak yok;
3;uygulamak çok karışık ve yapmak işlem çoğu için şube veya Atm yemek gitmek istemek;
2;yoğun uğraş sonra bağlamak müşteri temsilci ilgi ayrı bir sorun;
3;yoğun uğraş sonra bağlamak müşteri temsilci ilgi ayrı bir sorun;
4;bu banka ile asla çalışmak istemek;
2;son güncellemek sonra bayağı karışık olmak;
9;son güncellemek sonra bayağı karışık olmak;
3;banka ilgi tüm işlem rahat gerçek;
5;fakat bugün fatura ödemek güçlük çekmek sürekli bağlantı ada vermek sebep ne;
10;fakat bugün fatura ödemek güçlük çekmek sürekli bağlantı ada vermek sebep ne;
10;başka banka yapmak ödemek geri gelmek ama tek bir açıklamak yok şube sormak biz bilmek demek;
8;tek kelime ile berbat bir uygulamak;
7;sürekli sistem yoğun açmak saçma sapmak iş ödemek var işlem yapmak en iş yaramak dönem;
10;sürekli sistem yoğun açmak saçma sapmak iş ödemek var işlem yapmak en iş yaramak dönem;
8;berbat berbat berbat;
9;son güncellemek yapmak hata vermek;
5;son güncellemek yapmak hata vermek;
4;bu kadar berbat bu kadar saçma sapmak bir İnternet site görmek banka çalışmak ayrı dert hiç biri yardımcı olmak okumak yok galiba bu İnternet site hazırlamak cahil kişi ulaşmak şöyle söylemek istemek sen gitmek köy koy ot bu iş bilmek yapmak örnek iş Banka değer diye bir sürü yıldız koymak keşke kocaman bir sıfır koymak o işaretlemek;
9;daha önce yazılım ile kontrol daha kolay;
2;daha önce yazılım ile kontrol daha kolay;
9;kök bozmak yeniden inşaa etmek konu çok başarı yakalamak düşünmek;
9;sürekli güncellemek getirmek la;
8;yani kredi hesaplamak yok en basit;
3;sadece başvuru var;
2;yani keşke faiz başarı mobil uygulamak da göstermek;
8;yapı kredi aplikasyon kopya çekmek;
7;borsa para dönmek herhâlde siz yüz 40 kere batmak;
1;borsa para dönmek herhâlde siz yüz 40 kere batmak;
5;özel banka bir görüşme önermek;
1;özel banka bir görüşme önermek;
7;özel banka bir görüşme önermek;
2;menü ve seçenek çok rahat;
5;yorum okumak gerek bile yok inmek geçen gün bankamatik şifre doğru olmak hal yanmak demek bloke de olmak o için 3 saat banka beklemek;
1;yorum okumak gerek bile yok inmek geçen gün bankamatik şifre doğru olmak hal yanmak demek bloke de olmak o için 3 saat banka beklemek;
7;kart cep kazan bu basmak neden 5 saat beklemek;
7;bir uygulamak hız bu kadar mı zor;
3;ev her iş yapmak böyle bir zaman en iyi ben;
7;çok güzel ve çok kullanmak teşekkür;
6;parmak iz okumak seçenek ara sunmak gerekmek şifre hariç aktif hale gelmek çünkü şifre unutmak otomatik olmak aktif hal gelmek gerekmek gelmek ora ilk girmek parmak iz ile girmek seçenek olmak daha iyi olmak;
1;parmak iz okumak seçenek ara sunmak gerekmek şifre hariç aktif hale gelmek çünkü şifre unutmak otomatik olmak aktif hal gelmek gerekmek gelmek ora ilk girmek parmak iz ile girmek seçenek olmak daha iyi olmak;
4;yapmak olmak emekli maaş kredi talip olmak iki ay cevap Sms almak bari durum bildirim yapmak;
1;arkadaş bu uygulamak nasıl açmak bu Ne sanki Interpol uygulamak;
5;yüklemek telefon ama girmek süs için mi yüklemek telefon anlamak;
1;yüklemek telefon ama girmek süs için mi yüklemek telefon anlamak;
2;gerçekten tek tıklamak her şey yapmak çok memnun kalmak;
3;ben yarı yol bırakmak tek banka 5 yıldız bile az ama Enzo bu çok teşekkür etmek;
2;kolay kullanmak bir mobil sayfa;
9;eskiden uygulamak iyi değil şimdi hız ve pratik olmak 2018 de kullanmak 2020 kadar güncellemek yaramak;
7;eskiden uygulamak iyi değil şimdi hız ve pratik olmak 2018 de kullanmak 2020 kadar güncellemek yaramak;
2;eskiden uygulamak iyi değil şimdi hız ve pratik olmak 2018 de kullanmak 2020 kadar güncellemek yaramak;
11;kaldırmak;
8;sinir sistem rahatlamak;
2;uygulamak pek zorlamak;
1;uygulamak pek zorlamak;
8;uygulamak pek zorlamak;
5;maaş yatmak sonra ertesi gün bir uygulamak süre girmek böyle saçma bir şey görmek;
1;sistem şifre ile girmek;
5;daha sonra sistem atmak tekrar girmek yapmak zorlamak;
1;daha sonra sistem atmak tekrar girmek yapmak zorlamak;
5;şu hata düzelmek;
5;artık yetmek düzelmek şu hata;
3;finans tüm sorun çözmek merkez;
2;iş kolay;
8;gayet iyi ancak tüm veri ulaşmak niye;
2;tek kelime mükemmel kullanım kolay sağlamak;
9;güncellemek zorunlu;
3;uygulamak gerçekten kalite;
5;uygulamak şifre yazmak girmek başka yer basmak basmak uygulamak atmak;
1;uygulamak şifre yazmak girmek başka yer basmak basmak uygulamak atmak;
4;genel merkez şube yönlenmek;
4;şube temsilci telefon açmak;
4;yardımcı olmak kimse yok;
5;hesap açmak lütfen sonra deney yazmak;
5;ben ömür bu kadar hata yüksek bir uygulamak görmek;
1;uygulamak başka bir kullanmak ile oturum açmak sonra tekrar kendi hesap açmak istemek ve ben 3 seçenek sunmak;
1;biri kart bilgi il girmek yapmak aktivasyon diğer mobil aktivasyon son olmak cep imza;
4;cep imza seçmek başka bir cihaz kayıt olmak rağmen geri sayım yapmak kart bilgi kabul etmek yanlış demek mobil aktivasyon için ise şu an yaklaşık 2 gün de 2 fark aramak 120 dakika beklemek ve şu an üçüncü aramak ve hâlâ telefon bağlamak beklemek;
